Column,UDI,UDI_url,Count,Type,Description,Description_url,Download_date,Variable_name,Variable_Type,Length,Start_pos,End_pos
1706,4199-3.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4199,2843,Integer,Position of pulse wave notch,,2020-11-26,n_4199_3_0,3.,3,7932,7934
1707,4200-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4200,170741,Integer,Position of the shoulder on the pulse waveform,,2020-11-26,n_4200_0_0,3.,3,7935,7937
1708,4200-1.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4200,20229,Integer,Position of the shoulder on the pulse waveform,,2020-11-26,n_4200_1_0,3.,3,7938,7940
1709,4200-2.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4200,41427,Integer,Position of the shoulder on the pulse waveform,,2020-11-26,n_4200_2_0,3.,3,7941,7943
1710,4200-3.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4200,2843,Integer,Position of the shoulder on the pulse waveform,,2020-11-26,n_4200_3_0,3.,3,7944,7946
1711,4204-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4204,170741,Categorical (single),Absence of notch position in the pulse waveformUses data-coding12comprises 2 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=12,2020-11-26,n_4204_0_0,2.,2,7947,7948
1712,4204-1.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4204,20229,Categorical (single),Absence of notch position in the pulse waveformUses data-coding12comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_4204_1_0,2.,2,7949,7950
1713,4204-2.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4204,41427,Categorical (single),Absence of notch position in the pulse waveformUses data-coding12comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_4204_2_0,2.,2,7951,7952
1714,4204-3.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4204,2843,Categorical (single),Absence of notch position in the pulse waveformUses data-coding12comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_4204_3_0,2.,2,7953,7954
1715,4205-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4205,170741,Curve,Pulse wave pressure versus time response curve,,2020-11-26,,,,,
1716,4205-1.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4205,20229,Curve,Pulse wave pressure versus time response curve,,2020-11-26,,,,,
1717,4205-2.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4205,41427,Curve,Pulse wave pressure versus time response curve,,2020-11-26,,,,,
1718,4205-3.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4205,2843,Curve,Pulse wave pressure versus time response curve,,2020-11-26,,,,,
1719,4206-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4206,172802,Text,Arterial stiffness device ID,,2020-11-26,s_4206_0_0,$7.,7,7955,7961
1720,4206-1.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4206,20334,Text,Arterial stiffness device ID,,2020-11-26,s_4206_1_0,$7.,7,7962,7968
1721,4206-2.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4206,43260,Text,Arterial stiffness device ID,,2020-11-26,s_4206_2_0,$7.,7,7969,7975
1722,4206-3.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4206,2957,Text,Arterial stiffness device ID,,2020-11-26,s_4206_3_0,$7.,7,7976,7982
1723,4207-0.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4207,161,Continuous,Pulse wave velocity (manual entry),,2020-11-26,n_4207_0_0,18.,18,7983,8000
1724,4207-1.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4207,7,Continuous,Pulse wave velocity (manual entry),,2020-11-26,n_4207_1_0,13.,13,8001,8013
1725,4207-2.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4207,163,Continuous,Pulse wave velocity (manual entry),,2020-11-26,n_4207_2_0,18.,18,8014,8031
1726,4207-3.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4207,13,Continuous,Pulse wave velocity (manual entry),,2020-11-26,n_4207_3_0,13.,13,8032,8044
1727,4229-0.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,166289,Text,Triplet played (left),,2020-11-26,s_4229_0_1,$4.,4,8045,8048
1728,4229-0.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,165734,Text,Triplet played (left),,2020-11-26,s_4229_0_2,$4.,4,8049,8052
1729,4229-0.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,165256,Text,Triplet played (left),,2020-11-26,s_4229_0_3,$4.,4,8053,8056
1730,4229-0.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,164700,Text,Triplet played (left),,2020-11-26,s_4229_0_4,$4.,4,8057,8060
1731,4229-0.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,164272,Text,Triplet played (left),,2020-11-26,s_4229_0_5,$4.,4,8061,8064
1732,4229-0.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,164033,Text,Triplet played (left),,2020-11-26,s_4229_0_6,$4.,4,8065,8068
1733,4229-0.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163882,Text,Triplet played (left),,2020-11-26,s_4229_0_7,$4.,4,8069,8072
1734,4229-0.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163763,Text,Triplet played (left),,2020-11-26,s_4229_0_8,$4.,4,8073,8076
1735,4229-0.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163663,Text,Triplet played (left),,2020-11-26,s_4229_0_9,$4.,4,8077,8080
1736,4229-0.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163584,Text,Triplet played (left),,2020-11-26,s_4229_0_10,$4.,4,8081,8084
1737,4229-0.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163526,Text,Triplet played (left),,2020-11-26,s_4229_0_11,$4.,4,8085,8088
1738,4229-0.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163482,Text,Triplet played (left),,2020-11-26,s_4229_0_12,$4.,4,8089,8092
1739,4229-0.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163444,Text,Triplet played (left),,2020-11-26,s_4229_0_13,$4.,4,8093,8096
1740,4229-0.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163410,Text,Triplet played (left),,2020-11-26,s_4229_0_14,$4.,4,8097,8100
1741,4229-0.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,163387,Text,Triplet played (left),,2020-11-26,s_4229_0_15,$4.,4,8101,8104
1742,4229-1.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,20024,Text,Triplet played (left),,2020-11-26,s_4229_1_1,$4.,4,8105,8108
1743,4229-1.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19940,Text,Triplet played (left),,2020-11-26,s_4229_1_2,$4.,4,8109,8112
1744,4229-1.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19935,Text,Triplet played (left),,2020-11-26,s_4229_1_3,$4.,4,8113,8116
1745,4229-1.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19921,Text,Triplet played (left),,2020-11-26,s_4229_1_4,$4.,4,8117,8120
1746,4229-1.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19886,Text,Triplet played (left),,2020-11-26,s_4229_1_5,$4.,4,8121,8124
1747,4229-1.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19872,Text,Triplet played (left),,2020-11-26,s_4229_1_6,$4.,4,8125,8128
1748,4229-1.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19860,Text,Triplet played (left),,2020-11-26,s_4229_1_7,$4.,4,8129,8132
1749,4229-1.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19851,Text,Triplet played (left),,2020-11-26,s_4229_1_8,$4.,4,8133,8136
1750,4229-1.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19846,Text,Triplet played (left),,2020-11-26,s_4229_1_9,$4.,4,8137,8140
1751,4229-1.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19842,Text,Triplet played (left),,2020-11-26,s_4229_1_10,$4.,4,8141,8144
1752,4229-1.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19841,Text,Triplet played (left),,2020-11-26,s_4229_1_11,$4.,4,8145,8148
1753,4229-1.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19840,Text,Triplet played (left),,2020-11-26,s_4229_1_12,$4.,4,8149,8152
1754,4229-1.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19840,Text,Triplet played (left),,2020-11-26,s_4229_1_13,$4.,4,8153,8156
1755,4229-1.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19838,Text,Triplet played (left),,2020-11-26,s_4229_1_14,$4.,4,8157,8160
1756,4229-1.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,19837,Text,Triplet played (left),,2020-11-26,s_4229_1_15,$4.,4,8161,8164
1757,4229-2.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,47525,Text,Triplet played (left),,2020-11-26,s_4229_2_1,$4.,4,8165,8168
1758,4229-2.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46899,Text,Triplet played (left),,2020-11-26,s_4229_2_2,$4.,4,8169,8172
1759,4229-2.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46854,Text,Triplet played (left),,2020-11-26,s_4229_2_3,$4.,4,8173,8176
1760,4229-2.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46789,Text,Triplet played (left),,2020-11-26,s_4229_2_4,$4.,4,8177,8180
1761,4229-2.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46722,Text,Triplet played (left),,2020-11-26,s_4229_2_5,$4.,4,8181,8184
1762,4229-2.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46682,Text,Triplet played (left),,2020-11-26,s_4229_2_6,$4.,4,8185,8188
1763,4229-2.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46650,Text,Triplet played (left),,2020-11-26,s_4229_2_7,$4.,4,8189,8192
1764,4229-2.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46634,Text,Triplet played (left),,2020-11-26,s_4229_2_8,$4.,4,8193,8196
1765,4229-2.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46617,Text,Triplet played (left),,2020-11-26,s_4229_2_9,$4.,4,8197,8200
1766,4229-2.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46604,Text,Triplet played (left),,2020-11-26,s_4229_2_10,$4.,4,8201,8204
1767,4229-2.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46594,Text,Triplet played (left),,2020-11-26,s_4229_2_11,$4.,4,8205,8208
1768,4229-2.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46591,Text,Triplet played (left),,2020-11-26,s_4229_2_12,$4.,4,8209,8212
1769,4229-2.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46581,Text,Triplet played (left),,2020-11-26,s_4229_2_13,$4.,4,8213,8216
1770,4229-2.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46575,Text,Triplet played (left),,2020-11-26,s_4229_2_14,$4.,4,8217,8220
1771,4229-2.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,46568,Text,Triplet played (left),,2020-11-26,s_4229_2_15,$4.,4,8221,8224
1772,4229-3.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3152,Text,Triplet played (left),,2020-11-26,s_4229_3_1,$4.,4,8225,8228
1773,4229-3.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3149,Text,Triplet played (left),,2020-11-26,s_4229_3_2,$4.,4,8229,8232
1774,4229-3.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3149,Text,Triplet played (left),,2020-11-26,s_4229_3_3,$4.,4,8233,8236
1775,4229-3.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3148,Text,Triplet played (left),,2020-11-26,s_4229_3_4,$4.,4,8237,8240
1776,4229-3.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3146,Text,Triplet played (left),,2020-11-26,s_4229_3_5,$4.,4,8241,8244
1777,4229-3.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3145,Text,Triplet played (left),,2020-11-26,s_4229_3_6,$4.,4,8245,8248
1778,4229-3.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3145,Text,Triplet played (left),,2020-11-26,s_4229_3_7,$4.,4,8249,8252
1779,4229-3.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3143,Text,Triplet played (left),,2020-11-26,s_4229_3_8,$4.,4,8253,8256
1780,4229-3.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3143,Text,Triplet played (left),,2020-11-26,s_4229_3_9,$4.,4,8257,8260
1781,4229-3.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3143,Text,Triplet played (left),,2020-11-26,s_4229_3_10,$4.,4,8261,8264
1782,4229-3.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3141,Text,Triplet played (left),,2020-11-26,s_4229_3_11,$4.,4,8265,8268
1783,4229-3.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3141,Text,Triplet played (left),,2020-11-26,s_4229_3_12,$4.,4,8269,8272
1784,4229-3.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3139,Text,Triplet played (left),,2020-11-26,s_4229_3_13,$4.,4,8273,8276
1785,4229-3.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3139,Text,Triplet played (left),,2020-11-26,s_4229_3_14,$4.,4,8277,8280
1786,4229-3.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4229,3139,Text,Triplet played (left),,2020-11-26,s_4229_3_15,$4.,4,8281,8284
1787,4230-0.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,166289,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_1,3.,3,8285,8287
1788,4230-0.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,165734,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_2,3.,3,8288,8290
1789,4230-0.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,165256,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_3,4.,4,8291,8294
1790,4230-0.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,164700,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_4,4.,4,8295,8298
1791,4230-0.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,164272,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_5,4.,4,8299,8302
1792,4230-0.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,164033,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_6,4.,4,8303,8306
1793,4230-0.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163882,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_7,4.,4,8307,8310
1794,4230-0.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163763,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_8,4.,4,8311,8314
1795,4230-0.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163663,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_9,4.,4,8315,8318
1796,4230-0.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163584,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_10,4.,4,8319,8322
1797,4230-0.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163526,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_11,4.,4,8323,8326
1798,4230-0.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163482,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_12,4.,4,8327,8330
1799,4230-0.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163444,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_13,4.,4,8331,8334
1800,4230-0.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163410,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_14,4.,4,8335,8338
1801,4230-0.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,163387,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_0_15,4.,4,8339,8342
1802,4230-1.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,20024,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_1,2.,2,8343,8344
1803,4230-1.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19940,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_2,3.,3,8345,8347
1804,4230-1.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19935,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_3,3.,3,8348,8350
1805,4230-1.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19921,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_4,4.,4,8351,8354
1806,4230-1.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19886,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_5,4.,4,8355,8358
1807,4230-1.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19872,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_6,4.,4,8359,8362
1808,4230-1.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19860,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_7,4.,4,8363,8366
1809,4230-1.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19851,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_8,4.,4,8367,8370
1810,4230-1.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19846,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_9,4.,4,8371,8374
1811,4230-1.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19842,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_10,4.,4,8375,8378
1812,4230-1.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19841,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_11,4.,4,8379,8382
1813,4230-1.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19840,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_12,4.,4,8383,8386
1814,4230-1.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19840,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_13,4.,4,8387,8390
1815,4230-1.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19838,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_14,4.,4,8391,8394
1816,4230-1.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,19837,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_1_15,4.,4,8395,8398
1817,4230-2.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,47525,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_1,2.,2,8399,8400
1818,4230-2.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46899,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_2,3.,3,8401,8403
1819,4230-2.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46854,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_3,3.,3,8404,8406
1820,4230-2.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46789,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_4,4.,4,8407,8410
1821,4230-2.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46722,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_5,4.,4,8411,8414
1822,4230-2.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46682,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_6,4.,4,8415,8418
1823,4230-2.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46650,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_7,4.,4,8419,8422
1824,4230-2.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46634,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_8,4.,4,8423,8426
1825,4230-2.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46617,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_9,4.,4,8427,8430
1826,4230-2.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46604,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_10,4.,4,8431,8434
1827,4230-2.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46594,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_11,4.,4,8435,8438
1828,4230-2.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46591,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_12,4.,4,8439,8442
1829,4230-2.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46581,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_13,4.,4,8443,8446
1830,4230-2.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46575,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_14,4.,4,8447,8450
1831,4230-2.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,46568,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_2_15,4.,4,8451,8454
1832,4230-3.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3152,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_1,2.,2,8455,8456
1833,4230-3.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3149,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_2,3.,3,8457,8459
1834,4230-3.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3149,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_3,3.,3,8460,8462
1835,4230-3.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3148,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_4,4.,4,8463,8466
1836,4230-3.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3146,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_5,4.,4,8467,8470
1837,4230-3.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3145,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_6,4.,4,8471,8474
1838,4230-3.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3145,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_7,4.,4,8475,8478
1839,4230-3.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3143,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_8,4.,4,8479,8482
1840,4230-3.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3143,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_9,4.,4,8483,8486
1841,4230-3.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3143,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_10,4.,4,8487,8490
1842,4230-3.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3141,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_11,4.,4,8491,8494
1843,4230-3.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3141,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_12,4.,4,8495,8498
1844,4230-3.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3139,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_13,4.,4,8499,8502
1845,4230-3.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3139,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_14,4.,4,8503,8506
1846,4230-3.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4230,3139,Integer,Signal-to-noise-ratio (SNR) of triplet (left),,2020-11-26,n_4230_3_15,4.,4,8507,8510
1847,4232-0.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4232,166114,Categorical (single),Triplet correct (left)Uses data-coding29comprises 3 Integer-valued members in a simple list.,http://biobank.ndph.ox.ac.uk/showcase/coding.cgi?id=29,2020-11-26,n_4232_0_1,2.,2,8511,8512
1848,4232-0.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4232,165581,Categorical (single),Triplet correct (left)Uses data-coding29comprises 3 Integer-valued members in a simple list.,,2020-11-26,n_4232_0_2,2.,2,8513,8514
1849,4232-0.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4232,165106,Categorical (single),Triplet correct (left)Uses data-coding29comprises 3 Integer-valued members in a simple list.,,2020-11-26,n_4232_0_3,2.,2,8515,8516
